1.2708084583e+00 1.4577656984e+00 1.5128151178e+00 1.2052239180e+00 4.7994717956e-01 6.0150891542e-01 1.2966473103e+00 1.3746745586e+00 1.1016094685e+00 8.4697306156e-01 1.3879283667e+00 3.8845545053e-01 1.4953304529e+00 9.8572552204e-01 -8.0875629187e-01 -2.5000302792e+00 -1.2912534177e-01 8.9642465115e-01 7.9974955320e-01 -1.6808652878e-01 -3.6603048444e-01 1.3660732508e+00 -1.2861549854e+00 7.8093391657e-01
1.1498870850e+00 1.2708849907e+00 1.4578493834e+00 1.2711848021e+00 6.0087412596e-01 6.0150891542e-01 1.1533142328e+00 1.3340075016e+00 1.1381572485e+00 8.6555415392e-01 8.0216521025e-01 1.0431810617e+00 1.1810848713e+00 9.8189628124e-01 -8.2824438810e-01 -2.4497308731e+00 -6.0926098377e-04 8.9642465115e-01 6.1228817701e-01 -1.6808652878e-01 -8.9397826741e-06 1.4142619371e+00 -1.2731124163e+00 8.0143135786e-01
1.0289655924e+00 1.1499623060e+00 1.2709660530e+00 1.5130413771e+00 6.5584093332e-01 6.5647882223e-01 9.6955394745e-01 1.2009153366e+00 1.1437799931e+00 8.6841279268e-01 2.5194513798e+00 2.1556379795e+00 1.1025133133e+00 9.7123599052e-01 -1.1692699045e-01 -1.4437402487e+00 1.5361003578e-01 1.3703955412e+00 6.1228817701e-01 -1.6808652878e-01 3.6601260304e-01 1.3660732508e+00 -1.2731124163e+00 8.0143135786e-01
7.2116547823e-01 1.0290395021e+00 1.1500414610e+00 1.5130413771e+00 6.5584093332e-01 6.5647882223e-01 7.6374238729e-01 1.0363986492e+00 1.1334716082e+00 8.6317199469e-01 3.0124859810e+00 2.8114647865e+00 1.2746350765e+00 1.0031427145e+00 -2.6308810711e-01 -1.4437402487e+00 2.6927450299e-01 1.4651896954e+00 1.4037916660e+00 -1.6808652878e-01 7.0709037781e-01 1.2247911692e+00 -1.2731124163e+00 8.0143135786e-01
5.3428685665e-01 7.2123610973e-01 1.0291169882e+00 1.4580739737e+00 7.8776127100e-01 5.3554499149e-01 5.3955477476e-01 8.5154837370e-01 1.0969238281e+00 8.5554897785e-01 1.8396451473e+00 3.0258977413e+00 1.8196740150e+00 1.0762748718e+00 -2.1436773241e-01 -1.1419429779e+00 3.8493898511e-01 1.4651896954e+00 4.2482683063e-01 -1.6808652878e-01 9.9998050928e-01 1.0000439882e+00 -1.2731124163e+00 8.0143135786e-01
3.5840111971e-01 5.3435546160e-01 7.2130912542e-01 1.2711848021e+00 8.4272807837e-01 5.3554499149e-01 3.7784573436e-01 6.7778915167e-01 1.0453821421e+00 8.4268510342e-01 1.2880375385e+00 3.0520651340e+00 2.4615123272e+00 1.2120680809e+00 -2.2411181033e-01 -9.9104440212e-01 5.0060343742e-01 1.4651896954e+00 1.8660565838e-02 -1.6808652878e-01 1.2247229815e+00 7.0714759827e-01 -1.2731124163e+00 8.0143135786e-01
2.3747965693e-01 3.5846781731e-01 5.3442579508e-01 1.1502565145e+00 1.2055089474e+00 4.1461116076e-01 2.1613664925e-01 4.9293887615e-01 9.4698429108e-01 8.2696264982e-01 1.3879283667e+00 2.8967616558e+00 3.1760511398e+00 1.4220023155e+00 -2.1436773241e-01 -6.8924719095e-01 6.1626791954e-01 1.2756013870e+00 -3.5626214743e-01 -1.6808652878e-01 1.3660019636e+00 3.6606264114e-01 -1.2731124163e+00 8.0143135786e-01
5.0601039082e-02 2.3754504323e-01 3.5853558779e-01 1.0293282270e+00 1.2714691162e+00 5.3554499149e-01 1.1323087662e-01 3.2842215896e-01 8.4296369553e-01 8.0599933863e-01 5.7872945070e-01 1.8446198702e+00 3.5928726196e+00 1.6502263546e+00 -2.1436773241e-01 -6.8924719095e-01 6.9337755442e-01 1.3703955412e+00 2.3736548424e-01 -1.6808652878e-01 1.4141896963e+00 3.3364431147e-05 -1.2731124163e+00 8.0143135786e-01
5.0601039082e-02 5.0664413720e-02 2.3761105537e-01 7.2151070833e-01 1.5133230686e+00 6.5647882223e-01 5.0752367824e-02 2.1566349268e-01 7.1832638979e-01 7.7979522943e-01 -1.2718424797e+00 1.0114524364e+00 3.5505368710e+00 1.8745055199e+00 -2.6308810711e-01 -7.8984630108e-01 7.4478399754e-01 1.2756013870e+00 -3.5626214743e-01 -1.6808652878e-01 1.3660019636e+00 -3.6599591374e-01 -1.2731124163e+00 8.0143135786e-01
5.0601039082e-02 5.0664413720e-02 5.0727710128e-02 5.3462153673e-01 1.5133230686e+00 5.3554499149e-01 2.8701132163e-02 1.2323836237e-01 5.8806639910e-01 7.5597327948e-01 -6.1869943142e-01 2.8000602126e-01 3.2828161716e+00 2.1008448601e+00 -2.7283218503e-01 -6.8924719095e-01 8.0904203653e-01 1.3703955412e+00 -5.4372352362e-01 -1.6808652878e-01 1.2247229815e+00 -7.0708090067e-01 -1.2731124163e+00 8.0143135786e-01
-1.5356120653e-02 5.0664413720e-02 5.0727710128e-02 3.5872584581e-01 1.4583562613e+00 4.8057508469e-01 -1.1726136319e-02 5.1146764308e-02 4.5780634880e-01 7.3215138912e-01 -2.3341123760e-01 -2.2198414803e-01 2.8059217930e+00 2.3305101395e+00 -3.8976106048e-01 -8.4014582634e-01 8.6044847965e-01 1.2756013870e+00 -1.6880078614e-01 -1.6808652878e-01 9.9998050928e-01 -9.9997723103e-01 -1.2731124163e+00 8.0143135786e-01
-7.0320419967e-02 -1.5293458477e-02 5.0727710128e-02 2.3779755831e-01 1.2714691162e+00 5.3554499149e-01 -1.1463191360e-01 -3.2035849988e-02 3.2754632831e-01 6.9784778357e-01 9.0257781744e-01 -9.1210613027e-03 2.4547541142e+00 2.6655144691e+00 -4.1899329424e-01 -5.8864814043e-01 9.5040971041e-01 1.2756013870e+00 -7.3118484020e-01 -1.6808652878e-01 7.0709037781e-01 -1.2247244120e+00 -1.2731124163e+00 8.0143135786e-01
-2.5719904900e-01 -7.0258349180e-02 -1.5231119469e-02 5.0908382982e-02 1.1505421400e+00 4.8057508469e-01 -1.9548644125e-01 -8.3793923259e-02 2.0759464800e-01 6.6592639685e-01 5.7872945070e-01 2.6019492745e-01 1.9156274796e+00 2.9563205242e+00 -4.9694588780e-01 -7.3954677582e-01 1.0146677494e+00 1.3703955412e+00 -3.5626214743e-01 -1.6808652878e-01 3.6601260304e-01 -1.3660064936e+00 -1.2731124163e+00 8.0143135786e-01
-2.5719904900e-01 -2.5713899732e-01 -7.0196807384e-02 5.0908382982e-02 1.0296151638e+00 6.0150891542e-01 -2.3591370881e-01 -1.2446098030e-01 1.0357405990e-01 6.3162285089e-01 -6.1869943142e-01 1.1328346282e-01 1.1059281826e+00 3.1854870319e+00 -5.4566627741e-01 -9.4074487686e-01 1.1174806356e+00 1.3703955412e+00 1.8660565838e-02 -1.6808652878e-01 -8.9397826741e-06 -1.4141951799e+00 -1.2731124163e+00 8.0143135786e-01
-1.9124187529e-01 -2.5713899732e-01 -2.5708016753e-01 5.0908382982e-02 7.2180110216e-01 6.5647882223e-01 -1.7343521118e-01 -1.4479450881e-01 3.6101244390e-02 6.0017788410e-01 3.5374176502e-01 -2.0552071929e-01 4.6017789841e-01 3.3306324482e+00 -5.2617812157e-01 -1.0916434526e+00 1.2074419260e+00 1.2756013870e+00 7.9974955320e-01 -1.6808652878e-01 -3.6603048444e-01 -1.3660064936e+00 -1.2731124163e+00 8.0143135786e-01
-7.0320419967e-02 -1.9118110836e-01 -2.5708016753e-01 -1.5052500181e-02 5.3491395712e-01 6.5647882223e-01 -7.0529438555e-02 -1.3370348513e-01 -5.1321433857e-03 5.7397377491e-01 8.0216521025e-01 2.0539779216e-02 -8.9802406728e-02 3.4142491817e+00 -5.2617812157e-01 -1.2425420284e+00 1.2202935219e+00 1.3703955412e+00 7.9974955320e-01 -1.6808652878e-01 -7.0710825920e-01 -1.2247244120e+00 -1.2731124163e+00 8.0143135786e-01
5.0601039082e-02 -7.0258349180e-02 -1.9112132490e-01 -7.0019908249e-02 3.5902023315e-01 7.8840661049e-01 2.8701132163e-02 -1.0412745178e-01 -2.6685960591e-02 5.4443454742e-01 2.7147430182e-01 4.4793683290e-01 -4.1651970148e-01 3.4543499947e+00 -5.4566627741e-01 -1.3431411982e+00 1.2202935219e+00 1.2756013870e+00 6.1228817701e-01 -1.6808652878e-01 -9.9999839067e-01 -9.9997723103e-01 -1.2731124163e+00 8.0143135786e-01
1.0556533933e-01 5.0664413720e-02 -7.0196807384e-02 -2.5690907240e-01 2.3809325695e-01 8.4337651730e-01 1.0955566913e-01 -3.2035849988e-02 -3.2308693975e-02 5.1537179947e-01 -2.3341123760e-01 6.1070436239e-01 -5.0892639160e-01 3.4552435875e+00 -5.1643401384e-01 -1.3934407234e+00 1.2074419260e+00 1.5599838495e+00 1.8660565838e-02 -1.6808652878e-01 -1.2247408628e+00 -7.0708090067e-01 -1.2731124163e+00 8.0143135786e-01
1.7152249813e-01 1.0562930256e-01 5.0727710128e-02 -2.5690907240e-01 5.1206134260e-02 1.2061779499e+00 1.9041021168e-01 6.0389276594e-02 -1.1692000553e-02 4.7582742572e-01 3.5374176502e-01 6.4023768902e-01 -2.4480749667e-01 3.2921004295e+00 -4.9694588780e-01 -1.4940397739e+00 1.1303322315e+00 1.2756013870e+00 4.2482683063e-01 -1.6808652878e-01 -1.3660198450e+00 -3.6599591374e-01 -1.2731124163e+00 8.0143135786e-01
2.9244396091e-01 1.7158716917e-01 1.0569339991e-01 -1.9094818830e-01 5.1206134260e-02 1.2721419334e+00 2.7493995428e-01 1.5281440318e-01 1.4547428116e-02 4.3628302217e-01 3.5374176502e-01 4.5644873381e-01 5.2542336285e-02 3.0588018894e+00 -4.7745773196e-01 -1.5443392992e+00 1.0917774439e+00 1.2756013870e+00 -3.5626214743e-01 -1.6808652878e-01 -1.4142075777e+00 3.3364431147e-05 -1.2731124163e+00 8.0143135786e-01
3.5840111971e-01 2.9250994325e-01 1.7165222764e-01 -7.0019908249e-02 5.1206134260e-02 1.5140095949e+00 3.5579448938e-01 2.3414851725e-01 4.5472469181e-02 3.8863915205e-01 -2.3341123760e-01 2.9472288489e-01 3.5160782933e-01 2.6082482338e+00 -5.4566627741e-01 -1.6952378750e+00 1.0789258480e+00 1.4651896954e+00 2.3736548424e-01 -1.6808652878e-01 -1.3660198450e+00 3.6606264114e-01 -1.2731124163e+00 8.0143135786e-01
4.1336542368e-01 3.5846781731e-01 2.9257676005e-01 5.0908382982e-02 -1.4754028060e-02 1.5140095949e+00 3.7784573436e-01 2.8590658307e-01 7.7334634960e-02 3.3861312270e-01 -7.2755658627e-01 -1.4996943995e-02 5.0455015898e-01 2.0681054592e+00 -5.4566627741e-01 -1.6449383497e+00 1.0917774439e+00 1.4651896954e+00 1.8660565838e-02 -1.6808652878e-01 -1.2247408628e+00 7.0714759827e-01 -1.2731124163e+00 8.0143135786e-01
3.5840111971e-01 4.1343268752e-01 3.5853558779e-01 1.0587579012e-01 -6.9720827043e-02 1.4590395689e+00 3.5579448938e-01 3.1733113527e-01 1.0825967789e-01 2.8811061382e-01 -2.3341123760e-01 -4.7447443008e-01 5.3089451790e-01 1.4611043930e+00 -5.2617812157e-01 -1.5443392992e+00 1.1303322315e+00 1.4651896954e+00 1.8660565838e-02 -1.6808652878e-01 -9.9999839067e-01 1.0000439882e+00 -1.2731124163e+00 8.0143135786e-01
2.9244396091e-01 3.5846781731e-01 4.1350126266e-01 1.7183667421e-01 -2.5660794973e-01 1.2721419334e+00 2.5288870931e-01 3.0624011159e-01 1.3918471336e-01 2.3760813475e-01 9.7757977247e-01 -1.7884305120e-01 2.6650419831e-01 9.2782300711e-01 -6.0413068533e-01 -1.4437402487e+00 1.2331451178e+00 1.1808071136e+00 -1.6880078614e-01 -1.6808652878e-01 -7.0710825920e-01 1.2247911692e+00 -1.2731124163e+00 8.0143135786e-01
1.0556533933e-01 2.9250994325e-01 3.5853558779e-01 2.9276496172e-01 -2.5660794973e-01 1.1512080431e+00 1.4998292923e-01 2.6557305455e-01 1.6542413831e-01 1.8996427953e-01 9.0257781744e-01 3.5023760796e-01 -6.4811781049e-02 3.9297741652e-01 -5.8464252949e-01 -1.3431411982e+00 1.3231064081e+00 1.1808071136e+00 4.2482683063e-01 -1.6808652878e-01 -3.6603048444e-01 1.3660732508e+00 -1.2731124163e+00 8.0143135786e-01
